2016-02-16 08:57:08,"434 S FRANKLIN,FLINT,48503",0,0
2016-02-16 08:56:57,"1233 WASHINGTON AVE,FLINT,48503",0,0
2016-02-16 08:56:39,"1810 MONTANA AVE,FLINT,",0,0
2016-02-16 08:56:36,"1522 WYOMING AVE,FLINT,",0,0
2016-02-16 08:56:34,"409 E LORADO,FLINT,48505",0,0
2016-02-16 08:56:32,"1717 WYOMING AVE,FLINT,",0,0
2016-02-16 08:56:27,"932 MAXINE ST,FLINT,48503",0,0
2016-02-16 08:56:21,"3711 INDUSTRIAL,FLINT,",0,0
2016-02-16 08:56:20,"725 E HOLBROOK AVE,FLINT,48505",0,0
2016-02-16 08:56:17,"1164 E HOME AVE,FLINT,",0,0
2016-02-16 08:56:16,"774 E LYNDON AVE,FLINT,48505",0,0
2016-02-16 08:56:07,"1713 BENNETT AVE,FLINT,48506",0,0
2016-02-16 08:56:05,"805 WILCOTT,,",0,0
2016-02-16 08:56:04,"1905 RASKOB ST,FLINT,",0,0
2016-02-16 08:56:03,"931 MLK,FLINT,",0,0
2016-02-15 12:49:57,"1950 ECKLEY ST,FLINT,48503",0,0
2016-02-15 12:49:52,"3806 WHITTIER,FLINT,48506",0,0
2016-02-15 12:49:51,"2610 M L KING AVE,FLINT,48505",0,0
2016-02-15 12:49:50,"2610 M L KING AVE,FLINT,48505",0,0
2016-02-15 12:49:47,"2705 GAMMA LN,FLINT,",0,0
2016-02-15 12:49:46,"2101 STEDRON ST APT # 234,FLINT,48504",0,0
2016-02-15 12:49:45,"2101 STEDRON ST APT # 303,FLINT,48504",0,0
2016-02-15 12:49:44,"2101 STEDRON ST APT # 223,FLINT,48504",0,0
2016-02-15 12:49:43,"2101 STEDRON ST APT #230,FLINT,48504",0,0
2016-02-15 12:49:41,"2101 STEDRON ST APT #237,FLINT,48504",0,0
2016-02-15 12:49:40,"2101 STEDRON ST APT #117,FLINT,48504",0,0
2016-02-15 12:49:35,"2101 STEDRON STREET APT #337,FLINT,48504",0,0
2016-02-15 12:49:34,"2101 STEDRON ST APT # 122,FLINT,48504",0,0
